20190417;060551;2356.458;23.4
20190820;164732;3110.222;22.6
20070101;010853;3773.883;-999.0
20070101;011204;1639.088;18.9
20070101;011346;1639.070;18.9
20070101;011404;1638.975;18.9
20070101;011504;1638.968;18.9
20070101;011604;1638.900;18.9
20070101;011704;1638.897;18.9
20070101;011804;1638.856;18.9
20191009;153904;1640.039;18.9
20191009;154004;1773.835;18.9
20191009;154036;1771.530;18.9
20191009;154104;1771.236;18.9
20191009;154204;1771.016;18.9
20191009;154304;1765.470;18.9
20191009;154404;3874.048;-999.0
20191009;154427;3865.744;18.9
20191009;154504;3869.186;18.9
20191009;154604;3902.299;18.9
20191009;154704;3916.642;18.9
20191009;154804;3942.422;18.9
20191009;154904;3868.294;18.9
20191009;155004;3855.635;18.9
20191009;155104;3866.035;18.9
20191009;155204;3847.278;18.9
20191009;155304;3768.631;18.9
20191009;155404;3788.884;18.9
20191009;155504;3790.762;19.0
20191009;155604;3781.425;19.0
20191009;155605;3755.930;19.0
20191009;155621;3705.505;19.0
20191009;155704;3785.692;19.1
20191009;155717;3711.925;19.1
20191009;155732;3707.546;19.1
20191009;155804;3720.669;19.1
20191009;155904;3766.726;19.2
20191009;160004;3760.522;19.2
20191009;160104;3782.207;19.2
20191009;160204;3794.692;19.2
20191009;160304;3760.899;19.9
20191009;160404;3755.369;19.8
20191009;160434;1881.130;19.7
20191009;160504;2775.312;19.7
20191009;160604;2169.617;19.7
20191009;160704;2125.092;19.6
20191009;160804;2986.663;19.6
20191009;160904;1934.566;19.6
20191009;161004;1929.775;19.6
20191009;161104;2444.965;19.6
20191009;161204;2242.812;19.7
20191009;161304;2595.866;20.0
20191009;161338;2363.652;20.0
20191009;161404;1620.108;20.0
20191009;161420;1455.208;20.0
20191009;161504;2603.665;20.0
20191009;161604;2120.763;-999.0
20191009;161704;1640.538;19.1
20191009;161712;1640.444;19.1
20191009;161804;1640.460;19.1
20191009;161904;1640.452;19.1
20191009;162004;1640.462;19.1
20191009;162104;1640.512;19.1
20191009;162204;1641.976;19.1
20191009;162304;1641.852;19.1
20191009;162404;1641.825;19.1
20191009;162504;1641.627;19.1
20191009;162604;1642.157;19.1
20191009;162704;1641.370;19.1
20191009;162804;1642.835;19.1
20191009;162904;1641.312;19.1
20191009;163004;1641.796;19.1
20191009;163104;1641.719;19.1
20191009;163204;1642.768;19.1
20191009;163304;1642.388;19.1
20191009;163404;1642.035;19.1
20191009;163504;1641.737;19.1
20191009;163604;1641.736;19.1
20191009;163704;1641.697;19.1
20191009;163804;1641.913;19.1
20191009;163904;1641.244;19.1
20191009;164004;1641.207;19.1
20191009;164104;1640.845;19.1
20191009;164204;1641.799;19.1
20191009;164304;1642.071;19.1
20191009;164404;1642.068;19.1
