20190417;060603;2356.419;23.4
20190820;164957;3266.656;-999.0
20190820;165228;3110.123;22.7
20070101;162305;1651.947;0.1
20070101;173352;1698.397;1.4
20191023;115005;1696.203;-8.6
20191023;115019;1696.329;-8.6
20191023;120005;1696.374;-8.7
20191023;121005;1696.483;-8.6
20191023;122005;1696.571;-8.6
20191023;122422;1696.717;-8.6
20191023;123005;1696.738;-8.6
20191023;124005;1696.763;-8.6
20191023;125005;1696.797;-8.5
20191023;130005;1696.865;-8.5
20191023;131005;1696.973;-8.4
20191023;132005;1697.083;-8.3
20191023;133005;1697.156;-8.2
20191023;134005;1697.197;-8.2
20191023;135005;1697.223;-8.2
20191023;140006;1697.251;-8.2
20191023;141004;1697.131;-8.2
20191023;141223;1697.100;-8.3
20191023;141359;1697.080;-8.3
20191023;141606;1697.058;-8.3
20191023;141642;1697.052;-8.3
20191023;141714;1697.048;-8.3
20191023;141750;1697.042;-8.3
20191023;141829;1697.037;-8.3
20191023;141849;1697.037;-8.3
20191023;141930;1697.034;-8.3
20191023;142004;1697.025;-8.3
20191023;143005;1696.962;-8.4
20191023;143330;1696.945;-8.4
20191023;144005;1696.892;-8.4
20191023;144224;1696.874;-8.5
20191023;145005;1696.784;-8.5
20191023;150005;1696.650;-8.6
20191023;151005;1696.572;-8.7
20191023;152005;1696.532;-8.8
20191023;153005;1696.526;-8.8
20191023;154005;1696.520;-8.8
20191023;155005;1696.477;-8.8
20191023;160005;1696.450;-8.9
20191023;161005;1696.422;-8.9
20191023;162005;1696.387;-8.9
20191023;163005;1696.312;-9.0
20191023;164005;1696.259;-9.0
20191023;165005;1696.151;-9.2
20191023;170005;1695.952;-9.3
20191023;171005;1695.750;-9.5
20191023;172004;1695.603;-9.7
20191023;173004;1695.475;-9.8
20191023;174004;1695.384;-9.9
20191023;175004;1695.283;-10.0
20191023;180004;1695.209;-10.1
20191023;181005;1695.148;-10.1
20191023;182005;1695.098;-10.2
20191023;183005;1695.064;-10.2
20191023;184005;1695.002;-10.2
20191023;185005;1694.966;-10.3
20191023;190005;1694.891;-10.3
20191023;191005;1694.910;-10.3
20191023;192005;1694.979;-10.3
20191023;193005;1697.843;-10.3
20191023;194004;1697.868;-10.3
20191023;195004;1697.875;-10.3
20191023;200004;1697.832;-10.3
20191023;201004;1697.760;-10.4
20191023;202004;1697.690;-10.5
